date,county,fips,Staff Confirmed Cases,Patients Confirmed Cases,Staff Deaths,Patients Deaths,state,state2
2020-10-04,Marin,41,199,296,2,45,California,CA
2020-10-04,Mendocino,45,5,27,1,2,California,CA
2020-10-04,Merced,47,49,85,1,2,California,CA
2020-10-04,Modoc,49,1,0,0,0,California,CA
2020-10-04,Monterey,53,109,41,0,3,California,CA
2020-10-04,Napa,55,23,52,1,12,California,CA
2020-10-04,Nevada,57,6,15,0,2,California,CA
2020-10-04,Orange,59,1797,2307,9,311,California,CA
2020-10-04,Placer,61,27,66,0,8,California,CA
2020-10-04,Plumas,63,1,0,0,0,California,CA
2020-10-04,Riverside,65,1210,1764,7,143,California,CA
2020-10-04,Sacramento,67,581,832,3,81,California,CA
2020-10-04,San Benito,69,3,3,1,3,California,CA
2020-10-04,San Bernardino,71,1130,1897,10,148,California,CA
2020-10-04,San Diego,73,937,1295,5,136,California,CA
2020-10-04,San Francisco,75,224,256,1,21,California,CA
2020-10-04,San Joaquin,77,715,1008,2,97,California,CA
2020-10-04,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-04,San Mateo,81,181,312,4,47,California,CA
2020-10-04,Santa Barbara,83,150,173,1,12,California,CA
2020-10-04,Santa Clara,85,516,540,3,37,California,CA
2020-10-04,Santa Cruz,87,25,40,0,1,California,CA
2020-10-04,Shasta,89,29,43,0,17,California,CA
2020-10-04,Siskiyou,93,1,0,0,0,California,CA
2020-10-04,Solano,95,69,170,1,14,California,CA
2020-10-04,Sonoma,97,262,460,1,27,California,CA
2020-10-04,Stanislaus,99,507,816,1,103,California,CA
2020-10-04,Sutter,101,31,3,0,0,California,CA
2020-10-04,Tehama,103,1,1,0,0,California,CA
2020-10-04,Trinity,105,1,0,0,0,California,CA
2020-10-04,Tulare,107,397,572,1,98,California,CA
2020-10-04,Tuolumne,109,12,0,0,0,California,CA
2020-10-04,Ventura,111,358,359,0,15,California,CA
2020-10-04,Yolo,113,60,55,1,18,California,CA
2020-10-04,Yuba,115,2,1,0,1,California,CA
2020-10-05,Alameda,1,663,1095,6,94,California,CA
2020-10-05,Amador,5,23,52,0,17,California,CA
2020-10-05,Butte,7,106,160,1,7,California,CA
2020-10-05,Calaveras,9,16,50,0,1,California,CA
2020-10-05,Colusa,11,42,30,0,2,California,CA
2020-10-05,Contra Costa,13,270,452,4,55,California,CA
2020-10-05,Del Norte,15,1,0,0,0,California,CA
2020-10-05,El Dorado,17,4,2,0,0,California,CA
2020-10-05,Fresno,19,469,513,4,67,California,CA
2020-10-05,Glenn,21,1,0,0,0,California,CA
2020-10-05,Humboldt,23,4,2,1,2,California,CA
2020-10-05,Imperial,25,124,159,1,19,California,CA
2020-10-05,Inyo,27,20,55,0,1,California,CA
2020-10-05,Kern,29,484,540,0,31,California,CA
2020-10-05,Kings,31,79,91,0,23,California,CA
2020-10-05,Lake,33,24,38,0,1,California,CA
2020-10-05,Lassen,35,1,0,0,0,California,CA
2020-10-05,Los Angeles,37,7910,11824,65,1861,California,CA
2020-10-05,Madera,39,111,195,0,21,California,CA
2020-10-05,Marin,41,199,296,2,45,California,CA
2020-10-05,Mendocino,45,5,27,1,2,California,CA
2020-10-05,Merced,47,49,85,1,2,California,CA
2020-10-05,Modoc,49,1,0,0,0,California,CA
2020-10-05,Monterey,53,109,41,0,3,California,CA
2020-10-05,Napa,55,23,52,1,12,California,CA
2020-10-05,Nevada,57,6,15,0,2,California,CA
2020-10-05,Orange,59,1810,2311,9,312,California,CA
2020-10-05,Placer,61,27,66,0,8,California,CA
2020-10-05,Plumas,63,1,0,0,0,California,CA
2020-10-05,Riverside,65,1212,1766,7,143,California,CA
2020-10-05,Sacramento,67,581,833,3,81,California,CA
2020-10-05,San Benito,69,3,3,1,3,California,CA
2020-10-05,San Bernardino,71,1130,1897,10,148,California,CA
2020-10-05,San Diego,73,940,1295,5,136,California,CA
2020-10-05,San Francisco,75,224,256,1,31,California,CA
2020-10-05,San Joaquin,77,715,1008,2,97,California,CA
2020-10-05,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-05,San Mateo,81,196,335,4,47,California,CA
2020-10-05,Santa Barbara,83,150,173,1,12,California,CA
2020-10-05,Santa Clara,85,532,542,3,38,California,CA
2020-10-05,Santa Cruz,87,28,42,0,1,California,CA
2020-10-05,Shasta,89,30,44,0,18,California,CA
2020-10-05,Siskiyou,93,1,0,0,0,California,CA
2020-10-05,Solano,95,70,170,1,14,California,CA
2020-10-05,Sonoma,97,265,460,1,27,California,CA
2020-10-05,Stanislaus,99,507,817,1,103,California,CA
2020-10-05,Sutter,101,31,3,0,0,California,CA
2020-10-05,Tehama,103,1,1,0,0,California,CA
2020-10-05,Trinity,105,1,0,0,0,California,CA
2020-10-05,Tulare,107,397,572,1,99,California,CA
2020-10-05,Tuolumne,109,12,0,0,0,California,CA
2020-10-05,Ventura,111,358,371,0,15,California,CA
2020-10-05,Yolo,113,60,56,1,18,California,CA
2020-10-05,Yuba,115,2,1,0,1,California,CA
2020-10-06,Alameda,1,664,1097,6,94,California,CA
2020-10-06,Amador,5,23,52,0,17,California,CA
2020-10-06,Butte,7,106,160,1,7,California,CA
2020-10-06,Calaveras,9,16,50,0,1,California,CA
2020-10-06,Colusa,11,42,30,0,2,California,CA
2020-10-06,Contra Costa,13,270,452,4,55,California,CA
2020-10-06,Del Norte,15,1,0,0,0,California,CA
2020-10-06,El Dorado,17,4,2,0,0,California,CA
2020-10-06,Fresno,19,469,513,4,67,California,CA
2020-10-06,Glenn,21,1,0,0,0,California,CA
2020-10-06,Humboldt,23,4,2,1,2,California,CA
2020-10-06,Imperial,25,124,159,1,19,California,CA
2020-10-06,Inyo,27,20,55,0,1,California,CA
2020-10-06,Kern,29,485,541,0,32,California,CA
2020-10-06,Kings,31,79,91,0,23,California,CA
2020-10-06,Lake,33,24,38,0,1,California,CA
2020-10-06,Lassen,35,1,0,0,0,California,CA
2020-10-06,Los Angeles,37,7912,11831,65,1861,California,CA
2020-10-06,Madera,39,111,195,0,21,California,CA
2020-10-06,Marin,41,200,297,2,45,California,CA
2020-10-06,Mendocino,45,5,27,1,2,California,CA
2020-10-06,Merced,47,49,85,1,2,California,CA
2020-10-06,Modoc,49,1,0,0,0,California,CA
2020-10-06,Monterey,53,109,41,0,3,California,CA
2020-10-06,Napa,55,23,52,1,12,California,CA
2020-10-06,Nevada,57,6,15,0,2,California,CA
2020-10-06,Orange,59,1813,2321,9,313,California,CA
2020-10-06,Placer,61,27,66,0,8,California,CA
2020-10-06,Plumas,63,1,0,0,0,California,CA
2020-10-06,Riverside,65,1213,1768,7,144,California,CA
2020-10-06,Sacramento,67,583,833,3,81,California,CA
2020-10-06,San Benito,69,3,3,1,3,California,CA
2020-10-06,San Bernardino,71,1139,1914,10,148,California,CA
2020-10-06,San Diego,73,952,1295,5,136,California,CA
2020-10-06,San Francisco,75,225,256,1,31,California,CA
2020-10-06,San Joaquin,77,716,1008,2,97,California,CA
2020-10-06,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-06,San Mateo,81,196,335,4,47,California,CA
2020-10-06,Santa Barbara,83,150,173,1,12,California,CA
2020-10-06,Santa Clara,85,534,543,3,38,California,CA
2020-10-06,Santa Cruz,87,28,42,0,1,California,CA
2020-10-06,Shasta,89,30,75,0,18,California,CA
2020-10-06,Siskiyou,93,1,0,0,0,California,CA
2020-10-06,Solano,95,70,170,1,14,California,CA
2020-10-06,Sonoma,97,266,460,1,27,California,CA
2020-10-06,Stanislaus,99,508,817,1,103,California,CA
2020-10-06,Sutter,101,31,3,0,0,California,CA
2020-10-06,Tehama,103,1,1,0,0,California,CA
2020-10-06,Trinity,105,1,0,0,0,California,CA
2020-10-06,Tulare,107,398,572,1,99,California,CA
2020-10-06,Tuolumne,109,12,0,0,0,California,CA
2020-10-06,Ventura,111,369,371,0,15,California,CA
2020-10-06,Yolo,113,61,58,1,18,California,CA
2020-10-06,Yuba,115,2,1,0,1,California,CA
2020-10-07,Alameda,1,664,1097,6,94,California,CA
2020-10-07,Amador,5,23,52,0,17,California,CA
2020-10-07,Butte,7,106,160,1,7,California,CA
2020-10-07,Calaveras,9,16,50,0,1,California,CA
2020-10-07,Colusa,11,42,30,0,2,California,CA
2020-10-07,Contra Costa,13,270,452,4,55,California,CA
2020-10-07,Del Norte,15,1,0,0,0,California,CA
2020-10-07,El Dorado,17,4,2,0,0,California,CA
2020-10-07,Fresno,19,469,513,4,67,California,CA
2020-10-07,Glenn,21,1,0,0,0,California,CA
2020-10-07,Humboldt,23,4,2,1,2,California,CA
2020-10-07,Imperial,25,124,159,1,19,California,CA
2020-10-07,Inyo,27,20,55,0,1,California,CA
2020-10-07,Kern,29,485,541,0,32,California,CA
2020-10-07,Kings,31,79,91,0,23,California,CA
2020-10-07,Lake,33,24,59,0,1,California,CA
2020-10-07,Lassen,35,1,0,0,0,California,CA
2020-10-07,Los Angeles,37,7937,11834,65,1864,California,CA
2020-10-07,Madera,39,111,195,0,21,California,CA
2020-10-07,Marin,41,200,297,2,45,California,CA
2020-10-07,Mendocino,45,5,27,1,2,California,CA
2020-10-07,Merced,47,49,85,1,2,California,CA
2020-10-07,Modoc,49,1,0,0,0,California,CA
2020-10-07,Monterey,53,109,41,0,3,California,CA
2020-10-07,Napa,55,23,52,1,12,California,CA
2020-10-07,Nevada,57,6,15,0,2,California,CA
2020-10-07,Orange,59,1817,2324,9,313,California,CA
2020-10-07,Placer,61,27,66,0,8,California,CA
2020-10-07,Plumas,63,1,0,0,0,California,CA
2020-10-07,Riverside,65,1213,1771,7,145,California,CA
2020-10-07,Sacramento,67,586,837,3,81,California,CA
2020-10-07,San Benito,69,3,3,1,3,California,CA
2020-10-07,San Bernardino,71,1144,1918,10,148,California,CA
2020-10-07,San Diego,73,957,1309,5,136,California,CA
2020-10-07,San Francisco,75,226,256,1,31,California,CA
2020-10-07,San Joaquin,77,717,1008,2,97,California,CA
2020-10-07,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-07,San Mateo,81,196,336,4,47,California,CA
2020-10-07,Santa Barbara,83,152,174,1,12,California,CA
2020-10-07,Santa Clara,85,541,551,3,38,California,CA
2020-10-07,Santa Cruz,87,29,42,0,1,California,CA
2020-10-07,Shasta,89,30,78,0,18,California,CA
2020-10-07,Siskiyou,93,1,0,0,0,California,CA
2020-10-07,Solano,95,70,170,1,14,California,CA
2020-10-07,Sonoma,97,266,460,1,27,California,CA
2020-10-07,Stanislaus,99,511,817,1,103,California,CA
2020-10-07,Sutter,101,31,3,0,0,California,CA
2020-10-07,Tehama,103,1,1,0,0,California,CA
2020-10-07,Trinity,105,1,0,0,0,California,CA
2020-10-07,Tulare,107,398,573,1,99,California,CA
2020-10-07,Tuolumne,109,12,0,0,0,California,CA
2020-10-07,Ventura,111,371,371,1,15,California,CA
2020-10-07,Yolo,113,61,58,1,18,California,CA
2020-10-07,Yuba,115,2,1,0,1,California,CA
2020-10-08,Alameda,1,664,1097,6,94,California,CA
2020-10-08,Amador,5,23,52,0,17,California,CA
2020-10-08,Butte,7,106,160,1,7,California,CA
2020-10-08,Calaveras,9,16,50,0,1,California,CA
2020-10-08,Colusa,11,42,30,0,2,California,CA
2020-10-08,Contra Costa,13,270,452,4,55,California,CA
2020-10-08,Del Norte,15,1,0,0,0,California,CA
2020-10-08,El Dorado,17,4,2,0,0,California,CA
2020-10-08,Fresno,19,469,515,4,67,California,CA
2020-10-08,Glenn,21,1,0,0,0,California,CA
2020-10-08,Humboldt,23,4,2,1,2,California,CA
2020-10-08,Imperial,25,124,159,1,19,California,CA
2020-10-08,Inyo,27,20,55,0,1,California,CA
2020-10-08,Kern,29,485,541,0,32,California,CA
2020-10-08,Kings,31,79,91,0,23,California,CA
2020-10-08,Lake,33,24,63,0,1,California,CA
2020-10-08,Lassen,35,1,0,0,0,California,CA
2020-10-08,Los Angeles,37,7944,11850,65,1866,California,CA
2020-10-08,Madera,39,111,195,0,21,California,CA
2020-10-08,Marin,41,200,297,2,45,California,CA
2020-10-08,Mendocino,45,5,27,1,2,California,CA
2020-10-08,Merced,47,49,85,1,2,California,CA
2020-10-08,Modoc,49,1,0,0,0,California,CA
2020-10-08,Monterey,53,109,41,0,3,California,CA
2020-10-08,Napa,55,23,52,1,12,California,CA
2020-10-08,Nevada,57,6,15,0,2,California,CA
2020-10-08,Orange,59,1817,2329,9,315,California,CA
2020-10-08,Placer,61,27,66,0,8,California,CA
2020-10-08,Plumas,63,1,0,0,0,California,CA
2020-10-08,Riverside,65,1215,1772,7,146,California,CA
2020-10-08,Sacramento,67,586,837,3,81,California,CA
2020-10-08,San Benito,69,3,3,1,3,California,CA
2020-10-08,San Bernardino,71,1146,1926,10,148,California,CA
2020-10-08,San Diego,73,961,1312,5,136,California,CA
2020-10-08,San Francisco,75,228,257,1,32,California,CA
2020-10-08,San Joaquin,77,717,1010,2,97,California,CA
2020-10-08,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-08,San Mateo,81,196,336,4,47,California,CA
2020-10-08,Santa Barbara,83,154,176,1,12,California,CA
2020-10-08,Santa Clara,85,547,551,3,38,California,CA
2020-10-08,Santa Cruz,87,29,42,0,1,California,CA
2020-10-08,Shasta,89,33,78,0,18,California,CA
2020-10-08,Siskiyou,93,1,0,0,0,California,CA
2020-10-08,Solano,95,71,170,1,14,California,CA
2020-10-08,Sonoma,97,266,460,1,27,California,CA
2020-10-08,Stanislaus,99,511,817,1,103,California,CA
2020-10-08,Sutter,101,32,3,0,0,California,CA
2020-10-08,Tehama,103,1,1,0,0,California,CA
2020-10-08,Trinity,105,1,0,0,0,California,CA
2020-10-08,Tulare,107,399,576,1,99,California,CA
2020-10-08,Tuolumne,109,12,0,0,0,California,CA
2020-10-08,Ventura,111,372,371,1,15,California,CA
2020-10-08,Yolo,113,61,58,1,18,California,CA
2020-10-08,Yuba,115,2,1,0,1,California,CA
2020-10-09,Alameda,1,664,1097,6,94,California,CA
2020-10-09,Amador,5,23,52,0,17,California,CA
2020-10-09,Butte,7,106,160,1,7,California,CA
2020-10-09,Calaveras,9,16,50,0,1,California,CA
2020-10-09,Colusa,11,42,30,0,2,California,CA
2020-10-09,Contra Costa,13,270,452,4,55,California,CA
2020-10-09,Del Norte,15,1,0,0,0,California,CA
2020-10-09,El Dorado,17,4,2,0,0,California,CA
2020-10-09,Fresno,19,472,515,4,67,California,CA
2020-10-09,Glenn,21,1,0,0,0,California,CA
2020-10-09,Humboldt,23,4,2,1,2,California,CA
2020-10-09,Imperial,25,124,159,1,19,California,CA
2020-10-09,Inyo,27,20,55,0,1,California,CA
2020-10-09,Kern,29,485,541,0,32,California,CA
2020-10-09,Kings,31,79,91,0,23,California,CA
2020-10-09,Lake,33,24,63,0,2,California,CA
2020-10-09,Lassen,35,1,0,0,0,California,CA
2020-10-09,Los Angeles,37,7956,11872,65,1869,California,CA
2020-10-09,Madera,39,111,195,0,21,California,CA
2020-10-09,Marin,41,200,297,2,45,California,CA
2020-10-09,Mendocino,45,5,27,1,2,California,CA
2020-10-09,Merced,47,49,85,1,2,California,CA
2020-10-09,Modoc,49,1,0,0,0,California,CA
2020-10-09,Monterey,53,111,41,0,3,California,CA
2020-10-09,Napa,55,23,53,1,12,California,CA
2020-10-09,Nevada,57,6,15,0,2,California,CA
2020-10-09,Orange,59,1819,2344,10,315,California,CA
2020-10-09,Placer,61,27,66,0,8,California,CA
2020-10-09,Plumas,63,1,0,0,0,California,CA
2020-10-09,Riverside,65,1217,1772,7,146,California,CA
2020-10-09,Sacramento,67,587,840,3,81,California,CA
2020-10-09,San Benito,69,3,3,1,3,California,CA
2020-10-09,San Bernardino,71,1147,1926,10,148,California,CA
2020-10-09,San Diego,73,968,1316,5,137,California,CA
2020-10-09,San Francisco,75,228,257,1,32,California,CA
2020-10-09,San Joaquin,77,718,1010,2,97,California,CA
2020-10-09,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-09,San Mateo,81,196,336,4,47,California,CA
2020-10-09,Santa Barbara,83,154,176,1,12,California,CA
2020-10-09,Santa Clara,85,548,553,3,38,California,CA
2020-10-09,Santa Cruz,87,29,42,0,1,California,CA
2020-10-09,Shasta,89,33,78,0,18,California,CA
2020-10-09,Siskiyou,93,1,0,0,0,California,CA
2020-10-09,Solano,95,71,170,1,14,California,CA
2020-10-09,Sonoma,97,266,460,1,27,California,CA
2020-10-09,Stanislaus,99,523,817,1,103,California,CA
2020-10-09,Sutter,101,32,3,0,0,California,CA
2020-10-09,Tehama,103,1,1,0,0,California,CA
2020-10-09,Trinity,105,1,0,0,0,California,CA
2020-10-09,Tulare,107,400,576,1,99,California,CA
2020-10-09,Tuolumne,109,12,0,0,0,California,CA
2020-10-09,Ventura,111,373,373,1,15,California,CA
2020-10-09,Yolo,113,61,62,1,18,California,CA
2020-10-09,Yuba,115,2,1,0,1,California,CA
2020-10-10,Alameda,1,664,1097,6,94,California,CA
2020-10-10,Amador,5,23,52,0,17,California,CA
2020-10-10,Butte,7,106,160,1,7,California,CA
2020-10-10,Calaveras,9,16,50,0,1,California,CA
2020-10-10,Colusa,11,42,30,0,2,California,CA
2020-10-10,Contra Costa,13,270,452,4,55,California,CA
2020-10-10,Del Norte,15,1,0,0,0,California,CA
2020-10-10,El Dorado,17,4,2,0,0,California,CA
2020-10-10,Fresno,19,472,515,4,67,California,CA
2020-10-10,Glenn,21,1,0,0,0,California,CA
2020-10-10,Humboldt,23,4,2,1,2,California,CA
2020-10-10,Imperial,25,124,159,1,19,California,CA
2020-10-10,Inyo,27,20,55,0,1,California,CA
2020-10-10,Kern,29,486,541,0,32,California,CA
2020-10-10,Kings,31,79,91,0,23,California,CA
2020-10-10,Lake,33,24,65,0,2,California,CA
2020-10-10,Lassen,35,1,0,0,0,California,CA
2020-10-10,Los Angeles,37,7967,11880,65,1869,California,CA
2020-10-10,Madera,39,111,195,0,21,California,CA
2020-10-10,Marin,41,200,297,2,45,California,CA
2020-10-10,Mendocino,45,5,27,1,2,California,CA
2020-10-10,Merced,47,49,85,1,2,California,CA
2020-10-10,Modoc,49,1,0,0,0,California,CA
2020-10-10,Monterey,53,111,41,0,3,California,CA
2020-10-10,Napa,55,23,53,1,12,California,CA
2020-10-10,Nevada,57,6,15,0,2,California,CA
2020-10-10,Orange,59,1830,2345,10,326,California,CA
2020-10-10,Placer,61,27,66,0,8,California,CA
2020-10-10,Plumas,63,1,0,0,0,California,CA
2020-10-10,Riverside,65,1218,1772,7,146,California,CA
2020-10-10,Sacramento,67,587,840,3,81,California,CA
2020-10-10,San Benito,69,3,3,1,3,California,CA
2020-10-10,San Bernardino,71,1148,1926,10,148,California,CA
2020-10-10,San Diego,73,970,1318,5,137,California,CA
2020-10-10,San Francisco,75,228,257,1,33,California,CA
2020-10-10,San Joaquin,77,731,1010,2,97,California,CA
2020-10-10,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-10,San Mateo,81,196,336,4,47,California,CA
2020-10-10,Santa Barbara,83,156,176,1,12,California,CA
2020-10-10,Santa Clara,85,552,555,3,38,California,CA
2020-10-10,Santa Cruz,87,29,44,0,1,California,CA
2020-10-10,Shasta,89,33,78,0,19,California,CA
2020-10-10,Siskiyou,93,1,0,0,0,California,CA
2020-10-10,Solano,95,71,170,1,14,California,CA
2020-10-10,Sonoma,97,276,460,1,27,California,CA
2020-10-10,Stanislaus,99,523,821,1,103,California,CA
2020-10-10,Sutter,101,32,3,0,0,California,CA
2020-10-10,Tehama,103,1,1,0,0,California,CA
2020-10-10,Trinity,105,1,0,0,0,California,CA
2020-10-10,Tulare,107,401,577,1,100,California,CA
2020-10-10,Tuolumne,109,12,0,0,0,California,CA
2020-10-10,Ventura,111,374,373,1,15,California,CA
2020-10-10,Yolo,113,63,68,1,18,California,CA
2020-10-10,Yuba,115,2,1,0,1,California,CA
2020-10-11,Alameda,1,664,1097,6,94,California,CA
2020-10-11,Amador,5,23,52,0,17,California,CA
2020-10-11,Butte,7,106,160,1,7,California,CA
2020-10-11,Calaveras,9,16,50,0,1,California,CA
2020-10-11,Colusa,11,42,30,0,2,California,CA
2020-10-11,Contra Costa,13,270,452,4,55,California,CA
2020-10-11,Del Norte,15,1,0,0,0,California,CA
2020-10-11,El Dorado,17,4,2,0,0,California,CA
2020-10-11,Fresno,19,472,515,4,67,California,CA
2020-10-11,Glenn,21,1,0,0,0,California,CA
2020-10-11,Humboldt,23,4,2,1,2,California,CA
2020-10-11,Imperial,25,124,159,1,19,California,CA
2020-10-11,Inyo,27,20,55,0,1,California,CA
2020-10-11,Kern,29,486,541,0,32,California,CA
2020-10-11,Kings,31,79,91,0,23,California,CA
2020-10-11,Lake,33,24,67,0,2,California,CA
2020-10-11,Lassen,35,1,0,0,0,California,CA
2020-10-11,Los Angeles,37,7980,11890,65,1869,California,CA
2020-10-11,Madera,39,111,195,0,21,California,CA
2020-10-11,Marin,41,200,297,2,45,California,CA
2020-10-11,Mendocino,45,5,27,1,2,California,CA
2020-10-11,Merced,47,49,85,1,2,California,CA
2020-10-11,Modoc,49,1,0,0,0,California,CA
2020-10-11,Monterey,53,113,41,0,3,California,CA
2020-10-11,Napa,55,23,53,1,12,California,CA
2020-10-11,Nevada,57,6,15,0,2,California,CA
2020-10-11,Orange,59,1832,2351,10,326,California,CA
2020-10-11,Placer,61,27,66,0,8,California,CA
2020-10-11,Plumas,63,1,0,0,0,California,CA
2020-10-11,Riverside,65,1218,1772,7,146,California,CA
2020-10-11,Sacramento,67,588,840,3,81,California,CA
2020-10-11,San Benito,69,3,3,1,3,California,CA
2020-10-11,San Bernardino,71,1156,1926,10,148,California,CA
2020-10-11,San Diego,73,971,1318,5,137,California,CA
2020-10-11,San Francisco,75,228,257,1,33,California,CA
2020-10-11,San Joaquin,77,731,1011,2,97,California,CA
2020-10-11,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-11,San Mateo,81,196,336,4,47,California,CA
2020-10-11,Santa Barbara,83,156,176,1,12,California,CA
2020-10-11,Santa Clara,85,555,559,3,38,California,CA
2020-10-11,Santa Cruz,87,29,44,0,1,California,CA
2020-10-11,Shasta,89,33,78,0,19,California,CA
2020-10-11,Siskiyou,93,1,0,0,0,California,CA
2020-10-11,Solano,95,72,171,1,14,California,CA
2020-10-11,Sonoma,97,276,460,1,27,California,CA
2020-10-11,Stanislaus,99,523,821,1,103,California,CA
2020-10-11,Sutter,101,32,3,0,0,California,CA
2020-10-11,Tehama,103,1,1,0,0,California,CA
2020-10-11,Trinity,105,1,0,0,0,California,CA
2020-10-11,Tulare,107,401,577,1,100,California,CA
2020-10-11,Tuolumne,109,12,0,0,0,California,CA
2020-10-11,Ventura,111,374,373,1,15,California,CA
2020-10-11,Yolo,113,63,69,1,18,California,CA
2020-10-11,Yuba,115,2,1,0,1,California,CA
2020-10-12,Alameda,1,664,1097,6,94,California,CA
2020-10-12,Amador,5,23,52,0,17,California,CA
2020-10-12,Butte,7,106,160,1,7,California,CA
2020-10-12,Calaveras,9,16,50,0,1,California,CA
2020-10-12,Colusa,11,42,30,0,2,California,CA
2020-10-12,Contra Costa,13,271,453,4,56,California,CA
2020-10-12,Del Norte,15,1,0,0,0,California,CA
2020-10-12,El Dorado,17,4,2,0,0,California,CA
2020-10-12,Fresno,19,473,515,4,67,California,CA
2020-10-12,Glenn,21,1,0,0,0,California,CA
2020-10-12,Humboldt,23,4,2,1,2,California,CA
2020-10-12,Imperial,25,124,159,1,19,California,CA
2020-10-12,Inyo,27,20,55,0,1,California,CA
2020-10-12,Kern,29,487,541,0,32,California,CA
2020-10-12,Kings,31,79,91,0,23,California,CA
2020-10-12,Lake,33,24,67,0,2,California,CA
2020-10-12,Lassen,35,1,0,0,0,California,CA
2020-10-12,Los Angeles,37,7993,11909,65,1871,California,CA
2020-10-12,Madera,39,111,195,0,21,California,CA
2020-10-12,Marin,41,201,297,2,45,California,CA
2020-10-12,Mendocino,45,5,27,1,2,California,CA
2020-10-12,Merced,47,49,85,1,2,California,CA
2020-10-12,Modoc,49,1,0,0,0,California,CA
2020-10-12,Monterey,53,114,41,0,4,California,CA
2020-10-12,Napa,55,23,53,1,12,California,CA
2020-10-12,Nevada,57,6,15,0,2,California,CA
2020-10-12,Orange,59,1845,2353,10,326,California,CA
2020-10-12,Placer,61,27,66,0,8,California,CA
2020-10-12,Plumas,63,1,0,0,0,California,CA
2020-10-12,Riverside,65,1218,1774,7,146,California,CA
2020-10-12,Sacramento,67,598,842,3,81,California,CA
2020-10-12,San Benito,69,3,3,1,3,California,CA
2020-10-12,San Bernardino,71,1158,1926,10,148,California,CA
2020-10-12,San Diego,73,981,1318,5,137,California,CA
2020-10-12,San Francisco,75,228,258,1,33,California,CA
2020-10-12,San Joaquin,77,732,1011,2,97,California,CA
2020-10-12,San Luis Obispo,79,33,29,0,4,California,CA
2020-10-12,San Mateo,81,196,340,4,47,California,CA
2020-10-12,Santa Barbara,83,157,176,1,12,California,CA
2020-10-12,Santa Clara,85,559,561,3,38,California,CA
2020-10-12,Santa Cruz,87,29,45,0,1,California,CA
2020-10-12,Shasta,89,57,87,0,19,California,CA
2020-10-12,Siskiyou,93,1,0,0,0,California,CA
2020-10-12,Solano,95,72,171,1,14,California,CA
2020-10-12,Sonoma,97,275,460,1,27,California,CA
2020-10-12,Stanislaus,99,523,822,1,103,California,CA
2020-10-12,Sutter,101,32,3,0,0,California,CA
2020-10-12,Tehama,103,1,1,0,0,California,CA
2020-10-12,Trinity,105,1,0,0,0,California,CA
2020-10-12,Tulare,107,401,577,1,101,California,CA
2020-10-12,Tuolumne,109,12,0,0,0,California,CA
2020-10-12,Ventura,111,375,373,1,15,California,CA
2020-10-12,Yolo,113,63,70,1,18,California,CA
2020-10-12,Yuba,115,2,1,0,1,California,CA
2020-10-13,Alameda,1,664,1097,6,96,California,CA
2020-10-13,Amador,5,23,52,0,17,California,CA
2020-10-13,Butte,7,106,160,1,7,California,CA
2020-10-13,Calaveras,9,17,50,0,1,California,CA
2020-10-13,Colusa,11,42,30,0,2,California,CA
2020-10-13,Contra Costa,13,271,454,4,56,California,CA
2020-10-13,Del Norte,15,1,0,0,0,California,CA
2020-10-13,El Dorado,17,4,2,0,0,California,CA
2020-10-13,Fresno,19,473,515,4,67,California,CA
2020-10-13,Glenn,21,1,0,0,0,California,CA
2020-10-13,Humboldt,23,4,2,1,2,California,CA
2020-10-13,Imperial,25,124,159,1,19,California,CA
2020-10-13,Inyo,27,20,55,0,1,California,CA
2020-10-13,Kern,29,488,541,0,32,California,CA
2020-10-13,Kings,31,79,91,0,23,California,CA
2020-10-13,Lake,33,24,69,0,2,California,CA
2020-10-13,Lassen,35,1,0,0,0,California,CA
2020-10-13,Los Angeles,37,7998,11945,65,1872,California,CA
2020-10-13,Madera,39,112,195,0,21,California,CA
2020-10-13,Marin,41,201,297,2,45,California,CA
2020-10-13,Mendocino,45,5,27,1,2,California,CA
2020-10-13,Merced,47,49,85,1,2,California,CA
2020-10-13,Modoc,49,1,0,0,0,California,CA
2020-10-13,Monterey,53,114,41,0,4,California,CA
2020-10-13,Napa,55,23,53,1,12,California,CA
2020-10-13,Nevada,57,6,15,0,2,California,CA
2020-10-13,Orange,59,1847,2355,10,327,California,CA
2020-10-13,Placer,61,27,66,0,8,California,CA
2020-10-13,Plumas,63,1,0,0,0,California,CA
2020-10-13,Riverside,65,1220,1774,7,146,California,CA
2020-10-13,Sacramento,67,599,844,3,81,California,CA
2020-10-13,San Benito,69,3,3,1,3,California,CA
2020-10-13,San Bernardino,71,1160,1945,10,148,California,CA
2020-10-13,San Diego,73,981,1319,5,137,California,CA
2020-10-13,San Francisco,75,230,258,1,33,California,CA
2020-10-13,San Joaquin,77,735,1012,2,97,California,CA
2020-10-13,San Luis Obispo,79,33,29,0,4,California,CA
